iter	MultiClass
0	1.135600276
1	0.9600316852
2	0.828775737
3	0.7234998952
4	0.6375743198
5	0.5662997785
6	0.5060536954
7	0.4552698954
8	0.4106319423
9	0.3720505202
10	0.3380671896
11	0.3081439593
12	0.2817333823
13	0.2587310843
14	0.2379638942
15	0.219325948
16	0.2027009721
17	0.1879276464
18	0.1745576196
19	0.1625297327
20	0.1514153389
21	0.1415623417
22	0.1328944069
23	0.1249096291
24	0.1178894606
25	0.1114414509
26	0.1055593839
27	0.1002747942
28	0.09512559797
29	0.09086959792
30	0.08664985031
31	0.08279867348
32	0.0794650136
33	0.07631683418
34	0.0735561703
35	0.07122804781
36	0.06889269979
37	0.06678436028
38	0.06494357599
39	0.06323726568
40	0.06157835464
41	0.05995982693
42	0.05860250124
43	0.05734365651
44	0.05625349102
45	0.05523703702
46	0.05445847408
47	0.05358332964
48	0.05281267068
49	0.05210765678
50	0.05147638722
51	0.05087742143
52	0.05028972379
53	0.04977593047
54	0.04924813379
55	0.04877634536
56	0.04840564114
57	0.04806803426
58	0.04775909717
59	0.04750895881
60	0.04714772941
61	0.04681521836
62	0.04649458682
63	0.04621740653
64	0.04601967214
65	0.04577675891
66	0.0456397436
67	0.04544857268
68	0.04528515822
69	0.04508519057
70	0.04496306348
71	0.04478011341
72	0.04466646232
73	0.04453141514
74	0.04439725684
75	0.04430706275
76	0.04422652583
77	0.0440961156
78	0.04397247071
79	0.04385970548
80	0.04378561493
81	0.0436636703
82	0.04358811124
83	0.0434684018
84	0.04333831874
85	0.04325125184
86	0.04315963228
87	0.04308179889
88	0.04295762291
89	0.04289429954
90	0.04280199865
91	0.04273873429
92	0.04258801446
93	0.04250172932
94	0.04237291862
95	0.04224796999
96	0.04217105909
97	0.04210355925
98	0.04205361585
99	0.04198835412
100	0.04192829943
101	0.04183772879
102	0.04173345884
103	0.04168912296
104	0.04159518343
105	0.04154595871
106	0.04149359044
107	0.04138950022
108	0.04128050955
109	0.04123752518
110	0.04118411069
111	0.04113953369
