순번,생산라인코드,생산일자,작업장코드,충전실온도,실링온도,쿠킹온도,쿠킹스팀압력,실링압력,생산시간,오류발생작업장명,Error_Message,발생시간,종료시간,오류조치시간_보정,비가동코드,오류발생여부,Error_label,Error_name,Error_class,name
22,D004,2011-11-11,W005,71.29797548,93.59797548,128.0504255,22.968,206.91,,충전실,센서,9:43,9:49,6.0,W005811,1,52,센서,2,2:공정 중 발생
12,P004,2011-11-14,W007,71.90539263,104.3053926,139.0540426,23.166,204.159,,포장실,설비,16:50,17:00,10.0,W007911,1,50,설비,2,2:공정 중 발생
6,C005,2011-11-15,W003,70.85538805,102.7553881,137.4495881,23.129,200.486,,쿠킹실,오리히로,13:15,15:31,136.0,W0036B8,1,71,오리히로,2,2:공정 중 발생
16,P004,2011-11-16,W007,72.00254843,112.5025484,147.1870984,23.123,205.307,,포장실,설비,23:30,23:43,13.0,W007911,1,50,설비,2,2:공정 중 발생
9,D011,2011-11-22,W005,71.05173056,105.5517306,140.0825806,23.021,206.142,,충전실,기타,12:50,13:35,45.0,W005A11,1,23,기타,3,3:기타
13,P004,2011-11-22,W007,72.0468626,132.9468626,167.0186126,22.715,200.889,,포장실,설비,13:42,13:52,10.0,W007911,1,50,설비,2,2:공정 중 발생
7,D001,2011-11-23,W005,69.71422117,99.91422117,134.7068212,23.195,201.959,,충전실,센서,11:48,11:56,8.0,W005811,1,52,센서,2,2:공정 중 발생
9,C001,2011-11-23,W003,71.75434804,125.454348,159.916948,22.975,203.803,,쿠킹실,"관리팀미입고(생산미지연,순서변경)",14:25,15:02,37.0,W003316,1,14,"관리팀미입고(생산미지연,순서변경)",1,1:공정 전 발생
4,D007,2011-11-24,W005,70.2571836,108.8571836,143.6425836,23.19,209.498,,충전실,교육,10:32,10:58,26.0,W005211,1,16,교육,3,3:기타
5,C008,2011-11-24,W003,70.62088303,104.920883,139.413983,22.995,199.346,,쿠킹실,충전,12:14,13:16,62.0,W003452,1,96,충전,2,2:공정 중 발생
1,C004,2011-11-29,W003,70.79597039,111.6959704,146.4646704,23.179,205.704,,쿠킹실,기타,8:28,11:00,152.0,W003711,1,23,기타,3,3:기타
2,C008,2011-11-29,W003,70.03208624,87.13208624,121.5923862,22.974,199.13,,쿠킹실,냉동품 투입,9:14,11:45,151.0,W003411,1,27,냉동품 투입,2,2:공정 중 발생
13,C004,2011-11-29,W003,71.44228543,104.7422854,139.4397854,23.132,200.877,,쿠킹실,기타,7:30,11:00,210.0,W003711,1,23,기타,3,3:기타
1,D011,2011-11-30,W005,73.33448651,94.63448651,129.2979865,23.109,203.675,,충전실,Air (컴푸레샤),11:03,11:13,10.0,W005531,1,1,Air (컴푸레샤),2,2:공정 중 발생
5,C007,2011-12-01,W003,71.59488229,108.4948823,142.6936823,22.799,193.34,,쿠킹실,진공,10:07,10:47,40.0,W003683,1,93,진공,2,2:공정 중 발생
25,D003,2011-12-01,W005,71.45930822,104.5593082,139.1061582,23.031,204.634,,충전실,컨베이어,19:42,21:00,78.0,W005633,1,99,컨베이어,2,2:공정 중 발생
1,D004,2011-12-02,W005,70.39464115,102.1946412,136.8325912,23.092,201.993,,충전실,센서,9:30,9:31,1.0,W005811,1,52,센서,2,2:공정 중 발생
11,D004,2011-12-02,W005,71.07268386,93.37268386,127.9944839,23.081,196.36,,충전실,제품 넘침 청소,21:14,21:26,12.0,W005431,1,91,제품 넘침 청소,2,2:공정 중 발생
3,D013,2011-12-05,W005,70.20244121,87.80244121,122.5852412,23.189,209.707,,충전실,관리팀미입고(생산지연),9:56,10:45,49.0,W005315,1,15,관리팀미입고(생산지연),1,1:공정 전 발생
27,D005,2011-12-05,W005,71.2352888,95.1352888,129.6993888,23.043,203.613,,충전실,센서,13:40,13:50,10.0,W005811,1,52,센서,2,2:공정 중 발생
47,D004,2011-12-05,W005,72.18676318,89.88676318,124.2241132,22.892,199.263,,충전실,이물 혼입,23:18,23:27,9.0,W005433,1,81,이물 혼입,2,2:공정 중 발생
8,D006,2011-12-06,W005,73.96043575,75.26043575,109.9480858,23.125,199.718,,충전실,분사노즐,14:16,14:23,7.0,W0056B2,1,46,분사노즐,2,2:공정 중 발생
10,P004,2011-12-07,W007,71.04534212,97.54534212,132.0853421,23.027,200.512,,포장실,설비,13:32,14:15,43.0,W007911,1,50,설비,2,2:공정 중 발생
12,P004,2011-12-08,W007,71.35954053,119.8595405,154.2518405,22.928,201.247,,포장실,설비,11:35,12:14,39.0,W007911,1,50,설비,2,2:공정 중 발생
17,C006,2011-12-08,W003,72.29243354,112.6924335,147.0672835,22.917,197.032,,쿠킹실,6열컵실러,14:49,15:06,17.0,W0036B7,1,0,6열컵실러,2,2:공정 중 발생
9,D004,2011-12-09,W005,71.12429908,113.8242991,148.3084991,22.989,203.379,,충전실,센서,13:39,13:40,1.0,W005811,1,52,센서,2,2:공정 중 발생
15,D013,2011-12-09,W005,71.31924641,102.2192464,136.9921464,23.182,203.342,,충전실,센서,14:31,15:22,51.0,W005811,1,52,센서,2,2:공정 중 발생
25,D004,2011-12-09,W005,72.19893466,108.4989347,142.8780347,22.919,205.311,,충전실,제품 넘침 청소,19:29,19:50,21.0,W005431,1,91,제품 넘침 청소,2,2:공정 중 발생
13,D013,2011-12-12,W005,69.47725915,93.87725915,128.3259092,22.966,202.24,,충전실,대기,17:09,18:03,54.0,W005711,1,29,대기,1,1:공정 전 발생
6,D002,2011-12-15,W005,71.47109023,103.3710902,137.8490902,22.985,202.062,,충전실,그립퍼,11:00,12:08,68.0,W005621,1,21,그립퍼,2,2:공정 중 발생
11,D002,2011-12-15,W005,71.88616106,97.18616106,131.6410611,22.97,205.378,,충전실,실바,17:20,17:50,30.0,W005624,1,60,실바,2,2:공정 중 발생
2,D004,2011-12-19,W005,71.86731776,118.2673178,152.9798678,23.142,203.291,,충전실,센서,9:31,9:43,12.0,W005811,1,52,센서,2,2:공정 중 발생
5,D004,2011-12-20,W005,72.17772895,123.277729,157.824479,23.031,202.805,,충전실,이물 혼입,21:32,21:33,1.0,W005433,1,81,이물 혼입,2,2:공정 중 발생
1,D004,2011-12-21,W005,68.97162343,78.77162343,113.1945234,22.949,203.747,,충전실,조회,5:30,6:00,30.0,W005212,1,92,조회,3,3:기타
2,D004,2011-12-21,W005,69.7101915,88.0101915,122.5586415,23.032,203.611,,충전실,제품 넘침 청소,6:10,6:20,10.0,W005431,1,91,제품 넘침 청소,2,2:공정 중 발생
3,D004,2012-01-19,W005,69.32052432,79.82052432,114.1470243,22.884,200.262,,충전실,센서,11:14,11:24,10.0,W005811,1,52,센서,2,2:공정 중 발생
4,D004,2012-01-19,W005,69.82306757,80.92306757,115.4814676,23.039,205.035,,충전실,센서,11:53,11:58,5.0,W005811,1,52,센서,2,2:공정 중 발생
17,D006,2012-01-27,W005,70.49486299,82.89486299,117.683063,23.192,199.907,,충전실,기타,2:53,3:13,20.0,W005A11,1,23,기타,3,3:기타
1,L002,2012-02-01,W002,71.55366222,93.85366222,128.3061122,22.968,201.085,,계량실,업체미입고(생산지연),9:35,14:35,300.0,W002311,1,67,업체미입고(생산지연),1,1:공정 전 발생
4,L001,2012-02-06,W002,71.33200432,103.7320043,138.4806543,23.166,203.135,,계량실,업체미입고(생산지연),13:45,13:54,9.0,W002311,1,67,업체미입고(생산지연),1,1:공정 전 발생
11,C002,2012-02-07,W003,70.9330082,102.8330082,137.5272082,23.129,206.492,,쿠킹실,보일러 꺼짐,14:21,14:32,11.0,W003552,1,42,보일러 꺼짐,2,2:공정 중 발생
2,D008,2012-02-08,W005,71.98326287,112.4832629,147.1678129,23.123,207.314,,충전실,노즐,9:50,9:56,6.0,W005674,1,28,노즐,2,2:공정 중 발생
3,D004,2012-02-17,W005,70.78642925,105.2864293,139.8172793,23.021,200.311,,충전실,조회,18:23,18:23,0.0,W005212,1,92,조회,3,3:기타
5,D004,2012-02-20,W005,71.25507448,132.1550745,166.2268245,22.715,202.346,,충전실,제품 넘어짐 청소,18:36,18:41,5.0,W005432,1,90,제품 넘어짐 청소,2,2:공정 중 발생
8,D004,2012-02-20,W005,71.13714416,124.8371442,159.2997442,22.975,199.457,,충전실,PSD패킹 교체,22:30,22:40,10.0,W0056GB,1,3,PSD패킹 교체,2,2:공정 중 발생
1,C002,2012-02-21,W003,69.91284014,100.1128401,134.9054401,23.195,204.852,,쿠킹실,업체미입고(생산지연),9:32,11:07,95.0,W003315,1,67,업체미입고(생산지연),1,1:공정 전 발생
6,C005,2012-02-23,W003,70.02575174,104.3257517,138.8188517,22.995,203.734,,쿠킹실,시생산 지연,8:30,12:00,210.0,W003471,1,57,시생산 지연,1,1:공정 전 발생
1,C008,2012-02-24,W003,70.69913446,109.2991345,144.0845345,23.19,205.748,,쿠킹실,충전,9:07,9:35,28.0,W003452,1,96,충전,2,2:공정 중 발생
4,D011,2012-02-28,W005,71.89679324,105.1967932,139.8942932,23.132,204.133,,충전실,기타,16:50,17:11,21.0,W005419,1,23,기타,3,3:기타
9,P004,2012-02-28,W007,70.21939646,87.31939646,121.7796965,22.974,198.112,,포장실,설비,21:37,21:48,11.0,W007911,1,50,설비,2,2:공정 중 발생
10,D011,2012-02-29,W005,71.3932373,112.2932373,147.0619373,23.179,200.458,,충전실,기타,2:15,2:45,30.0,W0056CA,1,23,기타,3,3:기타
7,D007,2012-03-01,W005,72.78731958,94.08731958,128.7508196,23.109,206.312,,충전실,센서,16:11,16:33,22.0,W005646,1,52,센서,2,2:공정 중 발생
1,C007,2012-03-05,W003,71.58997653,108.4899765,142.6887765,22.799,206.322,,쿠킹실,기타,8:30,10:29,119.0,W003673,1,23,기타,3,3:기타
9,D001,2012-03-05,W005,71.26360899,104.363609,138.910459,23.031,205.3,,충전실,제품 넘어짐 청소,14:35,14:44,9.0,W005432,1,90,제품 넘어짐 청소,2,2:공정 중 발생
10,D002,2012-03-07,W005,69.86270888,101.6627089,136.3006589,23.092,199.478,,충전실,필름(파우더불량),20:50,21:15,25.0,W005317,1,106,필름(파우더불량),2,2:공정 중 발생
16,D004,2012-03-08,W005,71.37101724,93.67101724,128.2928172,23.081,203.959,,충전실,제품 넘침 청소,17:28,17:39,11.0,W005431,1,91,제품 넘침 청소,2,2:공정 중 발생
4,C002,2012-03-14,W003,71.99610499,89.69610499,124.033455,22.892,204.328,,쿠킹실,색상 이상,20:31,21:02,31.0,W003449,1,49,색상 이상,2,2:공정 중 발생
1,C008,2012-03-15,W003,71.24372458,95.14372458,129.7078246,23.043,207.94,,쿠킹실,기타,13:34,14:35,61.0,W003459,1,23,기타,3,3:기타
8,P004,2012-03-15,W007,70.56384944,88.16384944,122.9466494,23.189,209.944,,포장실,기타,13:15,13:30,15.0,W0076C4,1,23,기타,3,3:기타
6,C003,2012-03-20,W003,73.57159864,74.87159864,109.5592486,23.125,206.158,,쿠킹실,Brix 이상,21:50,22:08,18.0,W003445,1,2,Brix 이상,2,2:공정 중 발생
1,D001,2012-03-26,W005,71.04824077,97.54824077,132.0882408,23.027,196.769,,충전실,기타,10:54,10:57,3.0,W0058Z9,1,23,기타,3,3:기타
6,D004,2012-03-27,W005,72.13688539,112.5368854,146.9117354,22.917,200.454,,충전실,기타,16:43,17:00,17.0,W0058Z9,1,23,기타,3,3:기타
3,C005,2012-04-04,W003,70.62314734,119.1231473,153.5154473,22.928,196.639,,쿠킹실,기타,16:30,18:40,130.0,W003643,1,23,기타,3,3:기타
4,D003,2012-04-09,W005,71.26398739,113.9639874,148.4481874,22.989,203.899,,충전실,분사노즐,13:15,14:20,65.0,W0056B2,1,46,분사노즐,2,2:공정 중 발생
1,C005,2012-04-10,W003,72.95629637,109.2562964,143.6353964,22.919,202.846,,쿠킹실,전처리,13:52,14:26,34.0,W003312,1,86,전처리,1,1:공정 전 발생
1,C008,2012-04-11,W003,71.29268716,102.1926872,136.9655872,23.182,204.004,,쿠킹실,업체미입고(생산지연),8:30,9:23,53.0,W003315,1,67,업체미입고(생산지연),1,1:공정 전 발생
7,C005,2012-04-13,W003,70.0814428,94.4814428,128.9300928,22.966,199.515,,쿠킹실,충전,18:00,19:00,60.0,W003452,1,96,충전,2,2:공정 중 발생
4,D005,2012-04-17,W005,70.8996818,102.7996818,137.2776818,22.985,205.448,,충전실,연구확인대기,12:28,12:35,7.0,W005732,1,69,연구확인대기,3,3:기타
6,D006,2012-04-17,W005,71.92552795,97.22552795,131.680428,22.97,200.938,,충전실,고장,12:40,16:30,230.0,W005712,1,11,고장,2,2:공정 중 발생
5,P004,2012-04-20,W007,71.88033997,118.28034,152.99289,23.142,201.493,,포장실,냉각(칠러),16:24,16:24,0.0,W007541,1,26,냉각(칠러),2,2:공정 중 발생
5,D006,2012-04-26,W005,69.48675531,79.28675531,113.7096553,22.949,201.942,,충전실,미포장,15:45,16:29,44.0,W0054A1,1,37,미포장,2,2:공정 중 발생
6,C002,2012-04-26,W003,72.55207062,123.6520706,158.1988206,23.031,203.327,,쿠킹실,점도이상,20:17,21:03,46.0,W003444,1,88,점도이상,2,2:공정 중 발생
8,D011,2012-04-27,W005,70.03970961,88.33970961,122.8881596,23.032,206.968,,충전실,대차 적재 공간 부족,8:55,9:19,24.0,W0058Z1,1,30,대차 적재 공간 부족,3,3:기타
2,D003,2012-08-08,W005,69.65565716,80.15565716,114.4821572,22.884,198.54,,충전실,조회,0:30,1:30,60.0,W005212,1,92,조회,3,3:기타
4,D003,2012-08-09,W005,69.4480694,80.5480694,115.1064694,23.039,202.249,,충전실,조회,6:00,6:40,40.0,W005212,1,92,조회,3,3:기타
1,C002,2012-08-28,W003,70.56408994,82.96408994,117.7522899,23.192,202.853,,쿠킹실,"관리팀미입고(생산미지연,순서변경)",8:36,9:28,52.0,W003316,1,14,"관리팀미입고(생산미지연,순서변경)",1,1:공정 전 발생
7,D002,2012-09-13,W005,71.41877611,93.71877611,128.1712261,22.968,205.016,,충전실,센서,14:10,14:40,30.0,W005622,1,52,센서,2,2:공정 중 발생
12,D004,2012-09-18,W005,71.93535707,104.3353571,139.0840071,23.166,206.284,,충전실,제품 넘어짐 청소,6:51,6:56,5.0,W005432,1,90,제품 넘어짐 청소,2,2:공정 중 발생
17,D004,2012-09-18,W005,71.05952078,102.9595208,137.6537208,23.129,196.491,,충전실,제품 넘침 청소,13:39,13:59,20.0,W005431,1,91,제품 넘침 청소,2,2:공정 중 발생
4,D003,2012-09-20,W005,71.16975776,111.6697578,146.3543078,23.123,204.764,,충전실,기타,3:20,3:40,20.0,W005A11,1,23,기타,3,3:기타
1,P004,2012-10-10,W007,71.24873488,124.9487349,159.4113349,22.975,202.458,,포장실,기타,9:11,9:33,22.0,W0076C4,1,23,기타,3,3:기타
4,D001,2012-10-10,W005,70.30808809,104.8080881,139.3389381,23.021,201.235,,충전실,전기,15:30,15:50,20.0,W0056A1,1,85,전기,2,2:공정 중 발생
1,D004,2012-10-11,W005,69.38528936,99.58528936,134.3778894,23.195,207.353,,충전실,제품 넘어짐 청소,10:23,10:28,5.0,W005432,1,90,제품 넘어짐 청소,2,2:공정 중 발생
8,D003,2012-10-11,W005,71.1842693,132.0842693,166.1560193,22.715,198.502,,충전실,조회,12:31,13:04,33.0,W005212,1,92,조회,3,3:기타
1,L001,2012-10-17,W002,69.93944729,104.2394473,138.7325473,22.995,203.068,,계량실,업체미입고(생산지연),7:25,9:15,110.0,W002311,1,67,업체미입고(생산지연),1,1:공정 전 발생
4,P004,2012-10-19,W007,70.00406053,108.6040605,143.3894605,23.19,207.571,,포장실,기타,5:40,5:58,18.0,W0078AA,1,23,기타,3,3:기타
1,D005,2012-10-26,W005,71.50231888,112.4023189,147.1710189,23.179,202.457,,충전실,용기미입고,9:49,10:15,26.0,W005318,1,73,용기미입고,1,1:공정 전 발생
3,C002,2012-10-26,W003,72.28334544,105.5833454,140.2808454,23.132,209.092,,쿠킹실,점도이상,17:00,17:07,7.0,W003444,1,88,점도이상,2,2:공정 중 발생
1,L001,2012-10-29,W002,70.01684644,87.11684644,121.5771464,22.974,204.936,,계량실,관리팀미입고(생산지연),9:20,9:47,27.0,W002313,1,15,관리팀미입고(생산지연),1,1:공정 전 발생
2,C007,2012-11-06,W003,73.28391341,94.58391341,129.2474134,23.109,203.649,,쿠킹실,기타,9:42,10:39,57.0,W003119,1,23,기타,3,3:기타
6,D001,2012-11-07,W005,72.11507101,109.015071,143.213871,22.799,200.403,,충전실,기타,14:23,15:11,48.0,W005469,1,23,기타,3,3:기타
4,P004,2012-11-09,W007,71.11456868,104.2145687,138.7614187,23.031,204.977,,포장실,냉각(칠러),21:18,21:40,22.0,W007541,1,26,냉각(칠러),2,2:공정 중 발생
2,D002,2012-11-16,W005,70.40327363,102.2032736,136.8412236,23.092,201.652,,충전실,기타,10:46,11:00,14.0,W005629,1,23,기타,3,3:기타
3,C010,2012-11-22,W003,71.30298544,93.60298544,128.2247854,23.081,199.789,,쿠킹실,점도이상,10:28,11:27,59.0,W003444,1,88,점도이상,2,2:공정 중 발생
5,D001,2012-12-04,W005,72.50234895,90.20234895,124.539699,22.892,200.317,,충전실,시밍,17:30,17:46,16.0,W0056E2,1,55,시밍,2,2:공정 중 발생
2,C010,2012-12-06,W003,71.41583419,95.31583419,129.8799342,23.043,199.58,,쿠킹실,점도이상,13:48,14:15,27.0,W003444,1,88,점도이상,2,2:공정 중 발생
7,D003,2012-12-07,W005,70.37679135,87.97679135,122.7595913,23.189,205.765,,충전실,기타,0:30,1:30,60.0,W005A11,1,23,기타,3,3:기타
4,C001,2012-12-12,W003,73.62976848,74.92976848,109.6174185,23.125,207.002,,쿠킹실,점도이상,13:18,13:46,28.0,W003444,1,88,점도이상,2,2:공정 중 발생
4,D006,2012-12-18,W005,70.74992549,97.24992549,131.7899255,23.027,201.853,,충전실,노즐,15:54,15:59,5.0,W005834,1,28,노즐,2,2:공정 중 발생
3,P005,2012-12-19,W007,71.82807435,112.2280744,146.6029244,22.917,202.594,,포장실,박스 준비,11:51,11:57,6.0,W007315,1,38,박스 준비,1,1:공정 전 발생
11,D001,2012-12-27,W005,71.33830148,119.8383015,154.2306015,22.928,202.183,,충전실,기타,18:36,18:37,1.0,W0058Z9,1,23,기타,3,3:기타
2,D005,2013-01-03,W005,71.86288638,114.5628864,149.0470864,22.989,205.374,,충전실,라벨부착 오류,9:53,10:08,15.0,W005817,1,33,라벨부착 오류,2,2:공정 중 발생
9,D001,2013-01-04,W005,71.30401507,102.2040151,136.9769151,23.182,200.196,,충전실,용기미입고,16:17,16:26,9.0,W005318,1,73,용기미입고,1,1:공정 전 발생
11,C010,2013-01-04,W003,71.99046457,108.2904646,142.6695646,22.919,200.36,,쿠킹실,업체미입고(생산지연),17:01,17:06,5.0,W003322,1,67,업체미입고(생산지연),1,1:공정 전 발생
1,D006,2013-01-09,W005,70.23154648,94.63154648,129.0801965,22.966,199.982,,충전실,청소,10:20,10:50,30.0,W005831,1,94,청소,1,1:공정 전 발생
2,D006,2013-01-18,W005,70.68274341,102.5827434,137.0607434,22.985,206.056,,충전실,실린더,17:00,17:34,34.0,W0056K1,1,59,실린더,2,2:공정 중 발생
4,C002,2013-01-21,W003,71.81894985,97.11894985,131.5738499,22.97,204.898,,쿠킹실,색상 이상,14:20,14:43,23.0,W003449,1,49,색상 이상,2,2:공정 중 발생
5,D006,2013-01-25,W005,71.7193064,118.1193064,152.8318564,23.142,200.428,,충전실,기타,10:09,10:22,13.0,W005693,1,23,기타,3,3:기타
4,C002,2013-02-01,W003,72.22919384,123.3291938,157.8759438,23.031,208.638,,쿠킹실,식사,16:51,17:14,23.0,W003212,1,58,식사,3,3:기타
5,D005,2013-02-01,W005,69.54331314,79.34331314,113.7662131,22.949,203.693,,충전실,아이마크,18:18,18:25,7.0,W005815,1,62,아이마크,2,2:공정 중 발생
6,D005,2013-02-01,W005,69.95581508,88.25581508,122.8042651,23.032,202.387,,충전실,라벨부착 오류,18:37,18:39,2.0,W005817,1,33,라벨부착 오류,2,2:공정 중 발생
1,D002,2013-05-09,W005,68.95809147,79.45809147,113.7845915,22.884,198.559,,충전실,그립퍼,8:40,9:30,50.0,W005621,1,21,그립퍼,2,2:공정 중 발생
7,D002,2013-05-09,W005,69.32393004,80.42393004,114.98233,23.039,200.95,,충전실,그립퍼,18:35,19:05,30.0,W005621,1,21,그립퍼,2,2:공정 중 발생
3,D001,2013-05-29,W005,70.56941739,82.96941739,117.7576174,23.192,202.254,,충전실,관리팀미입고(생산지연),15:05,15:48,43.0,W005315,1,15,관리팀미입고(생산지연),1,1:공정 전 발생
2,D005,2013-06-12,W005,71.64066482,93.94066482,128.3931148,22.968,196.819,,충전실,라벨부착 오류,19:56,20:32,36.0,W005817,1,33,라벨부착 오류,2,2:공정 중 발생
2,D005,2013-06-21,W005,71.50089039,103.9008904,138.6495404,23.166,205.08,,충전실,일부인 짤림,10:43,10:49,6.0,W005833,1,84,일부인 짤림,2,2:공정 중 발생
4,C010,2013-06-24,W003,70.6077712,102.5077712,137.2019712,23.129,205.741,,쿠킹실,QA 규격 확인 대기,14:36,14:48,12.0,W003442,1,4,QA 규격 확인 대기,3,3:기타
2,C002,2013-06-28,W003,71.89757984,112.3975798,147.0821298,23.123,206.076,,쿠킹실,점도이상,15:51,16:07,16.0,W003444,1,88,점도이상,2,2:공정 중 발생
5,D006,2013-07-10,W005,71.22248312,132.1224831,166.1942331,22.715,196.892,,충전실,Air (컴푸레샤),11:28,11:37,9.0,W005531,1,1,Air (컴푸레샤),2,2:공정 중 발생
8,C003,2013-07-10,W003,70.75643405,105.2564341,139.7872841,23.021,194.57,,쿠킹실,압력 부족,11:20,11:38,18.0,W003532,1,63,압력 부족,2,2:공정 중 발생
4,C010,2013-07-11,W003,72.05336135,125.7533614,160.2159614,22.975,204.361,,쿠킹실,냉각,13:07,13:20,13.0,W003451,1,24,냉각,2,2:공정 중 발생
5,D005,2013-07-11,W005,69.76658043,99.96658043,134.7591804,23.195,202.427,,충전실,라벨교체,14:44,14:50,6.0,W005813,1,32,라벨교체,2,2:공정 중 발생
3,D003,2013-07-15,W005,70.27419302,108.874193,143.659593,23.19,197.54,,충전실,분사노즐,10:45,11:29,44.0,W0056B2,1,46,분사노즐,2,2:공정 중 발생
11,C001,2013-07-15,W003,70.63413717,104.9341372,139.4272372,22.995,202.483,,쿠킹실,점도이상,18:38,19:30,52.0,W003444,1,88,점도이상,2,2:공정 중 발생
3,D006,2013-07-24,W005,70.88372805,111.7837281,146.5524281,23.179,202.361,,충전실,용기불량,11:20,11:55,35.0,W005312,1,74,용기불량,2,2:공정 중 발생
5,C010,2013-07-24,W003,72.21560991,105.5156099,140.2131099,23.132,201.421,,쿠킹실,QA 규격 확인 대기,16:29,16:35,6.0,W003442,1,4,QA 규격 확인 대기,3,3:기타
1,C002,2013-07-26,W003,70.27186399,87.37186399,121.832164,22.974,203.68,,쿠킹실,용수탱크 저수위,10:29,10:36,7.0,W003511,1,75,용수탱크 저수위,2,2:공정 중 발생
7,D003,2013-08-01,W005,72.69927811,93.99927811,128.6627781,23.109,200.911,,충전실,대차 적재 공간 부족,15:45,16:18,33.0,W0058Z1,1,30,대차 적재 공간 부족,3,3:기타
1,D005,2013-08-05,W005,71.29043841,104.3904384,138.9372884,23.031,199.563,,충전실,라벨부착 오류,11:30,12:17,47.0,W005817,1,33,라벨부착 오류,2,2:공정 중 발생
2,C001,2013-08-05,W003,72.24306544,109.1430654,143.3418654,22.799,205.007,,쿠킹실,기타,13:00,15:23,143.0,W003711,1,23,기타,3,3:기타
5,C001,2013-08-13,W003,70.30062828,102.1006283,136.7385783,23.092,197.6,,쿠킹실,점도이상,14:58,15:28,30.0,W003444,1,88,점도이상,2,2:공정 중 발생
3,C003,2013-08-15,W003,71.90078211,94.20078211,128.8225821,23.081,207.246,,쿠킹실,ph 이상,12:55,13:02,7.0,W003446,1,6,ph 이상,2,2:공정 중 발생
5,C010,2013-09-02,W003,71.74571254,89.44571254,123.7830625,22.892,201.595,,쿠킹실,QA 규격 확인 대기,17:10,17:19,9.0,W003442,1,4,QA 규격 확인 대기,3,3:기타
3,D005,2013-09-04,W005,71.13538753,95.03538753,129.5994875,23.043,199.853,,충전실,라벨부착 오류,20:15,20:54,39.0,W005817,1,33,라벨부착 오류,2,2:공정 중 발생
3,D005,2013-09-05,W005,69.95845357,87.55845357,122.3412536,23.189,207.462,,충전실,구동부,9:38,9:47,9.0,W005812,1,18,구동부,2,2:공정 중 발생
1,D013,2013-09-09,W005,73.78251939,75.08251939,109.7701694,23.125,202.672,,충전실,관리팀미입고(생산지연),9:23,9:39,16.0,W005315,1,15,관리팀미입고(생산지연),1,1:공정 전 발생
5,D005,2013-09-16,W005,70.84378684,97.34378684,131.8837868,23.027,202.95,,충전실,관리팀미입고(생산지연),16:08,16:23,15.0,W005315,1,15,관리팀미입고(생산지연),1,1:공정 전 발생
1,C095,2013-09-26,W003,72.33794883,112.7379488,147.1127988,22.917,197.87,,쿠킹실,푸딩 충전기,14:20,17:11,171.0,W0036Bc,1,103,푸딩 충전기,2,2:공정 중 발생
3,D003,2013-10-17,W005,70.70651879,119.2065188,153.5988188,22.928,199.343,,충전실,분사노즐,6:00,6:40,40.0,W0056B2,1,46,분사노즐,2,2:공정 중 발생
2,D002,2013-10-24,W005,71.50991366,114.2099137,148.6941137,22.989,200.24,,충전실,컨베이어,16:51,17:20,29.0,W005623,1,99,컨베이어,2,2:공정 중 발생
1,C002,2013-10-28,W003,72.41033842,108.7103384,143.0894384,22.919,198.051,,쿠킹실,ph 이상,8:30,8:42,12.0,W003446,1,6,ph 이상,2,2:공정 중 발생
3,C001,2013-10-29,W003,71.91967972,102.8196797,137.5925797,23.182,203.479,,쿠킹실,QA 규격 확인 대기,9:56,10:01,5.0,W003442,1,4,QA 규격 확인 대기,3,3:기타
1,C001,2013-11-07,W003,69.8739361,94.2739361,128.7225861,22.966,201.84,,쿠킹실,QA 규격 확인 대기,11:02,11:10,8.0,W003442,1,4,QA 규격 확인 대기,3,3:기타
2,C001,2013-11-20,W003,70.62684959,102.5268496,137.0048496,22.985,200.99,,쿠킹실,QA 규격 확인 대기,16:58,17:01,3.0,W003442,1,4,QA 규격 확인 대기,3,3:기타
3,C001,2013-11-20,W003,71.89802033,97.19802033,131.6529203,22.97,199.291,,쿠킹실,QA 규격 확인 대기,17:50,18:06,16.0,W003442,1,4,QA 규격 확인 대기,3,3:기타
6,C003,2013-11-28,W003,72.10927572,118.5092757,153.2218257,23.142,201.029,,쿠킹실,QA 규격 확인 대기,15:19,15:22,3.0,W003442,1,4,QA 규격 확인 대기,3,3:기타
5,D001,2013-12-12,W005,72.72497444,123.8249744,158.3717244,23.031,198.525,,충전실,일부인 짤림,18:09,18:43,34.0,W005833,1,84,일부인 짤림,2,2:공정 중 발생
2,P003,2013-12-16,W007,69.24906003,79.04906003,113.47196,22.949,196.601,,포장실,관리팀미입고(생산지연),15:30,17:04,94.0,W007316,1,15,관리팀미입고(생산지연),1,1:공정 전 발생
4,C001,2013-12-17,W003,69.38339856,87.68339856,122.2318486,23.032,203.933,,쿠킹실,QA 규격 확인 대기,18:59,19:02,3.0,W003442,1,4,QA 규격 확인 대기,3,3:기타
2,L001,2014-08-15,W002,69.64446071,80.14446071,114.4709607,22.884,202.93,,계량실,관리팀미입고(생산지연),8:30,10:51,141.0,W002313,1,15,관리팀미입고(생산지연),1,1:공정 전 발생
1,D002,2014-08-16,W005,69.64765273,80.74765273,115.3060527,23.039,207.84,,충전실,기타,18:36,19:55,79.0,W005629,1,23,기타,3,3:기타
2,L001,2014-09-16,W002,69.61732623,82.01732623,116.8055262,23.192,203.176,,계량실,업체미입고(생산지연),10:21,11:23,62.0,W002311,1,67,업체미입고(생산지연),1,1:공정 전 발생
