순번,생산라인코드,생산일자,작업장코드,충전실온도,실링온도,쿠킹온도,쿠킹스팀압력,실링압력,생산시간,오류발생작업장명,Error_Message,발생시간,종료시간,오류조치시간_보정,비가동코드,오류발생여부,Error_label,Error_name,Error_class,name
1,C001,2014-10-20,W003,70.97826001,93.27826001,127.73071,22.968,204.318,,쿠킹실,전처리,8:33,8:37,4.0,W003312,1,86,전처리,1,1:공정 전 발생
1,D006,2014-11-13,W005,72.15175274,104.5517527,139.3004027,23.166,204.677,,충전실,기타,16:40,19:20,160.0,W005A11,1,23,기타,3,3:기타
2,C002,2014-11-19,W003,71.14001624,103.0400162,137.7342162,23.129,203.634,,쿠킹실,QA 규격 확인 대기,17:17,17:38,21.0,W003442,1,4,QA 규격 확인 대기,3,3:기타
3,C001,2014-12-08,W003,71.22476616,111.7247662,146.4093162,23.123,198.541,,쿠킹실,QA 규격 확인 대기,17:17,17:28,11.0,W003442,1,4,QA 규격 확인 대기,3,3:기타
3,D003,2015-01-20,W005,70.79189278,105.2918928,139.8227428,23.021,204.198,,충전실,고장,17:00,20:47,227.0,W005712,1,11,고장,2,2:공정 중 발생
1,C001,2015-01-23,W003,71.23344692,132.1334469,166.2051969,22.715,200.791,,쿠킹실,기타,13:30,13:45,15.0,W003711,1,23,기타,3,3:기타
1,C002,2015-01-26,W003,71.92059483,125.6205948,160.0831948,22.975,207.083,,쿠킹실,염도이상,19:05,19:07,2.0,W003447,1,70,염도이상,2,2:공정 중 발생
4,C010,2015-01-27,W003,70.09823004,100.29823,135.09083,23.195,200.897,,쿠킹실,QA 규격 확인 대기,17:44,18:30,46.0,W003442,1,4,QA 규격 확인 대기,3,3:기타
2,D011,2015-02-05,W005,70.58669186,104.8866919,139.3797919,22.995,199.419,,충전실,기타,14:07,16:30,143.0,W005653,1,23,기타,3,3:기타
2,L001,2015-02-10,W002,70.03830653,108.6383065,143.4237065,23.19,201.424,,계량실,업체미입고(생산지연),11:42,14:19,157.0,W002311,1,67,업체미입고(생산지연),1,1:공정 전 발생
1,D006,2015-02-23,W005,71.43993462,104.7399346,139.4374346,23.132,201.532,,충전실,기타,13:30,14:17,47.0,W005A11,1,23,기타,3,3:기타
2,P006,2015-02-23,W007,70.74161719,111.6416172,146.4103172,23.179,202.079,,포장실,기타,13:35,14:10,35.0,W0078AA,1,23,기타,3,3:기타
1,C003,2015-02-25,W003,70.29734471,87.39734471,121.8576447,22.974,201.037,,쿠킹실,업체미입고(생산지연),10:45,11:46,61.0,W003315,1,67,업체미입고(생산지연),1,1:공정 전 발생
2,C007,2015-03-12,W003,72.84431576,94.14431576,128.8078158,23.109,204.668,,쿠킹실,기타,12:12,13:29,77.0,W003489,1,23,기타,3,3:기타
2,C010,2015-03-25,W003,71.95536731,108.8553673,143.0541673,22.799,201.351,,쿠킹실,냉각,16:56,17:16,20.0,W003451,1,24,냉각,2,2:공정 중 발생
3,C001,2015-04-01,W003,71.41710054,104.5171005,139.0639505,23.031,201.475,,쿠킹실,QA 규격 확인 대기,18:50,18:37,1427.0,W003442,1,4,QA 규격 확인 대기,3,3:기타
1,D010,2015-04-10,W005,70.17303034,101.9730303,136.6109803,23.092,201.925,,충전실,관리팀미입고(생산지연),8:39,8:59,20.0,W005315,1,15,관리팀미입고(생산지연),1,1:공정 전 발생
1,P004,2015-04-22,W007,71.61149445,93.91149445,128.5332945,23.081,202.676,,포장실,라벨 미입고,9:00,10:00,60.0,W007311,1,31,라벨 미입고,1,1:공정 전 발생
1,C010,2015-04-28,W003,71.62686654,89.32686654,123.6642165,22.892,197.669,,쿠킹실,냉각,10:00,10:23,23.0,W003451,1,24,냉각,2,2:공정 중 발생
2,D007,2015-05-06,W005,71.30765223,95.20765223,129.7717522,23.043,203.564,,충전실,원료 미입고,14:30,15:45,75.0,W005912,1,77,원료 미입고,1,1:공정 전 발생
6,P004,2015-05-08,W007,69.95827525,87.55827525,122.3410753,23.189,206.467,,포장실,라벨 미입고,8:30,9:20,50.0,W007311,1,31,라벨 미입고,1,1:공정 전 발생
2,C001,2015-05-15,W003,74.02002219,75.32002219,110.0076722,23.125,198.742,,쿠킹실,전처리,12:08,12:50,42.0,W003312,1,86,전처리,1,1:공정 전 발생
1,C007,2015-05-26,W003,70.32119944,96.82119944,131.3611994,23.027,203.142,,쿠킹실,스팀 압력,9:07,9:59,52.0,W003553,1,54,스팀 압력,2,2:공정 중 발생
4,P006,2015-05-29,W007,72.27601642,112.6760164,147.0508664,22.917,207.524,,포장실,박스 준비,11:05,13:20,135.0,W007315,1,38,박스 준비,1,1:공정 전 발생
5,D003,2015-06-10,W005,71.1154213,119.6154213,154.0077213,22.928,206.96,,충전실,고장,13:50,14:04,14.0,W005712,1,11,고장,2,2:공정 중 발생
2,C002,2015-06-18,W003,71.54569455,114.2456946,148.7298946,22.989,202.301,,쿠킹실,QA 규격 확인 대기,19:28,19:58,30.0,W003442,1,4,QA 규격 확인 대기,3,3:기타
2,C001,2015-06-23,W003,72.05216249,108.3521625,142.7312625,22.919,199.06,,쿠킹실,QA 규격 확인 대기,9:28,9:50,22.0,W003442,1,4,QA 규격 확인 대기,3,3:기타
5,C002,2015-06-23,W003,72.03615873,102.9361587,137.7090587,23.182,203.226,,쿠킹실,QA 규격 확인 대기,13:00,13:42,42.0,W003442,1,4,QA 규격 확인 대기,3,3:기타
1,C010,2015-11-09,W003,69.50061785,93.90061785,128.3492679,22.966,200.558,,쿠킹실,QA 규격 확인 대기,12:16,12:38,22.0,W003442,1,4,QA 규격 확인 대기,3,3:기타
1,C001,2015-12-01,W003,70.73354237,102.6335424,137.1115424,22.985,202.665,,쿠킹실,본체 고장,11:22,12:20,58.0,W003622,1,44,본체 고장,2,2:공정 중 발생
2,C010,2015-12-01,W003,71.53121901,96.83121901,131.286119,22.97,203.457,,쿠킹실,Brix 이상,19:30,20:27,57.0,W003445,1,2,Brix 이상,2,2:공정 중 발생
3,D009,2015-12-08,W005,72.08513195,118.485132,153.197682,23.142,206.958,,충전실,시생산,15:25,16:20,55.0,W0054E1,1,56,시생산,3,3:기타
1,D007,2015-12-30,W005,72.7719237,123.8719237,158.4186737,23.031,198.956,,충전실,실린더,7:10,8:15,65.0,W005645,1,59,실린더,2,2:공정 중 발생
1,D007,2015-12-30,W005,69.31037591,79.11037591,113.5332759,22.949,203.543,,충전실,실린더,7:10,8:15,65.0,W005645,1,59,실린더,2,2:공정 중 발생
2,C007,2016-01-04,W003,69.26473767,87.56473767,122.1131877,23.032,204.635,,쿠킹실,스팀 압력,9:03,10:02,59.0,W003553,1,54,스팀 압력,2,2:공정 중 발생
6,D004,2016-06-20,W005,68.88310204,79.38310204,113.709602,22.884,197.116,,충전실,고장,11:53,12:01,8.0,W005712,1,11,고장,2,2:공정 중 발생
8,D010,2016-06-20,W005,69.9281354,81.0281354,115.5865354,23.039,203.898,,충전실,부족,16:40,17:37,57.0,W005113,1,45,부족,2,2:공정 중 발생
1,C007,2016-07-13,W003,70.06331497,82.46331497,117.251515,23.192,202.596,,쿠킹실,관리팀미입고(생산지연),9:14,9:30,16.0,W003321,1,15,관리팀미입고(생산지연),1,1:공정 전 발생
2,C007,2016-08-10,W003,71.10110304,93.40110304,127.853553,22.968,210.47,,쿠킹실,관리팀미입고(생산지연),8:30,10:40,130.0,W003321,1,15,관리팀미입고(생산지연),1,1:공정 전 발생
1,C007,2016-08-26,W003,71.3957976,103.7957976,138.5444476,23.166,203.436,,쿠킹실,관리팀미입고(생산지연),8:46,11:06,140.0,W003314,1,15,관리팀미입고(생산지연),1,1:공정 전 발생
8,C001,2016-09-06,W003,71.62841855,112.1284186,146.8129686,23.123,197.952,,쿠킹실,정지,13:57,15:23,86.0,W003572,1,89,정지,2,2:공정 중 발생
1,C010,2016-09-30,W003,70.57070017,105.0707002,139.6015502,23.021,200.227,,쿠킹실,연구 규격 확인 대기,14:28,15:19,51.0,W003443,1,68,연구 규격 확인 대기,3,3:기타
1,D006,2016-10-05,W005,71.4501411,132.3501411,166.4218911,22.715,199.785,,충전실,기타,13:30,14:06,36.0,W0058Z9,1,23,기타,3,3:기타
2,C010,2016-10-06,W003,71.63017003,125.33017,159.79277,22.975,199.659,,쿠킹실,정지,17:10,18:13,63.0,W003572,1,89,정지,2,2:공정 중 발생
3,C010,2016-10-07,W003,69.82680592,100.0268059,134.8194059,23.195,205.361,,쿠킹실,모터이상,16:25,17:04,39.0,W003645,1,36,모터이상,2,2:공정 중 발생
4,C096,2016-10-18,W003,70.09072329,104.3907233,138.8838233,22.995,202.055,,쿠킹실,계량실,3:30,4:20,50.0,W003311,1,10,계량실,2,2:공정 중 발생
1,C002,2016-10-19,W003,70.4003756,109.0003756,143.7857756,23.19,209.539,,쿠킹실,업체미입고(생산지연),14:30,16:27,117.0,W003315,1,67,업체미입고(생산지연),1,1:공정 전 발생
2,C005,2016-10-26,W003,72.25566558,105.5556656,140.2531656,23.132,206.185,,쿠킹실,볶음,8:30,10:20,110.0,W003318,1,43,볶음,2,2:공정 중 발생
4,C010,2016-10-26,W003,71.49781824,112.3978182,147.1665182,23.179,205.609,,쿠킹실,야채실,11:17,11:28,11.0,W003313,1,64,야채실,3,3:기타
3,C002,2016-10-28,W003,70.1026062,87.2026062,121.6629062,22.974,200.986,,쿠킹실,기타,5:28,5:52,24.0,W003711,1,23,기타,3,3:기타
1,C001,2016-11-14,W003,72.80471128,94.10471128,128.7682113,23.109,198.567,,쿠킹실,기타,14:00,15:37,97.0,W003325,1,23,기타,3,3:기타
7,C010,2016-11-17,W003,71.93149474,108.8314947,143.0302947,22.799,200.667,,쿠킹실,기타,15:53,16:36,43.0,W0036A3,1,23,기타,3,3:기타
1,C008,2016-11-24,W003,71.26705833,104.3670583,138.9139083,23.031,200.834,,쿠킹실,"업체미입고(생산미지연,순서변경)",9:25,9:52,27.0,W003317,1,66,"업체미입고(생산미지연,순서변경)",1,1:공정 전 발생
3,C001,2016-12-05,W003,70.81666523,102.6166652,137.2546152,23.092,201.661,,쿠킹실,냉동품 투입,9:20,9:57,37.0,W003411,1,27,냉동품 투입,2,2:공정 중 발생
5,C001,2016-12-22,W003,71.66951371,89.36951371,123.7068637,22.892,204.758,,쿠킹실,계량실,14:17,14:54,37.0,W003311,1,10,계량실,2,2:공정 중 발생
2,L001,2016-12-23,W002,71.80039642,95.70039642,130.2644964,23.043,203.052,,계량실,업체미입고(생산지연),9:22,14:19,297.0,W002311,1,67,업체미입고(생산지연),1,1:공정 전 발생
2,C002,2016-12-27,W003,70.10838975,87.70838975,122.4911898,23.189,200.978,,쿠킹실,전처리,13:40,14:12,32.0,W003312,1,86,전처리,1,1:공정 전 발생
4,C003,2017-01-02,W003,73.29596138,74.59596138,109.2836114,23.125,202.209,,쿠킹실,결근,8:30,10:24,114.0,W003111,1,9,결근,3,3:기타
3,P006,2017-01-06,W007,70.38295751,96.88295751,131.4229575,23.027,207.28,,포장실,박스 준비,18:20,19:31,71.0,W007315,1,38,박스 준비,1,1:공정 전 발생
1,C002,2017-01-11,W003,71.67321557,112.0732156,146.4480656,22.917,200.892,,쿠킹실,Brix 이상,8:37,8:40,3.0,W003445,1,2,Brix 이상,2,2:공정 중 발생
2,C008,2017-01-20,W003,71.14411531,119.6441153,154.0364153,22.928,199.645,,쿠킹실,업체미입고(생산지연),8:30,10:55,145.0,W003315,1,67,업체미입고(생산지연),1,1:공정 전 발생
2,C007,2017-01-31,W003,71.39458087,114.0945809,148.5787809,22.989,204.462,,쿠킹실,업체미입고(생산지연),8:30,9:36,66.0,W003315,1,67,업체미입고(생산지연),1,1:공정 전 발생
3,C001,2017-02-01,W003,72.36912808,108.6691281,143.0482281,22.919,201.662,,쿠킹실,체인,10:25,11:01,36.0,W003571,1,95,체인,2,2:공정 중 발생
6,C002,2017-02-02,W003,71.16509954,102.0650995,136.8379995,23.182,203.489,,쿠킹실,계량실,0:50,0:59,9.0,W003311,1,10,계량실,2,2:공정 중 발생
9,D0035,2017-02-07,W005,69.54587225,93.94587225,128.3945223,22.966,200.849,,충전실,실린더,4:17,5:28,71.0,W0056F8,1,59,실린더,2,2:공정 중 발생
1,C008,2017-02-09,W003,71.07954083,102.9795408,137.4575408,22.985,197.249,,쿠킹실,"업체미입고(생산미지연,순서변경)",8:30,10:41,131.0,W003317,1,66,"업체미입고(생산미지연,순서변경)",1,1:공정 전 발생
3,C010,2017-02-09,W003,71.56419825,96.86419825,131.3190983,22.97,202.772,,쿠킹실,QA 규격 확인 대기,11:06,11:14,8.0,W003442,1,4,QA 규격 확인 대기,3,3:기타
4,C010,2017-02-13,W003,72.53007372,118.9300737,153.6426237,23.142,205.283,,쿠킹실,QA 규격 확인 대기,11:49,11:54,5.0,W003442,1,4,QA 규격 확인 대기,3,3:기타
7,P022,2017-02-16,W007,69.08173236,78.88173236,113.3046324,22.949,204.408,,포장실,기기세팅,12:30,13:00,30.0,W007461,1,22,기기세팅,1,1:공정 전 발생
8,D088,2017-02-16,W005,72.37956698,123.479567,158.026317,23.031,198.681,,충전실,교육,13:40,13:50,10.0,W005211,1,16,교육,3,3:기타
3,C002,2017-02-17,W003,69.92709231,88.22709231,122.7755423,23.032,200.911,,쿠킹실,점도이상,12:09,13:27,78.0,W003444,1,88,점도이상,2,2:공정 중 발생
15,C088,2017-03-03,W003,68.71446152,79.21446152,113.5409615,22.884,198.796,,쿠킹실,품목 교체,10:54,12:01,67.0,W0034B1,1,104,품목 교체,2,2:공정 중 발생
24,C088,2017-03-03,W003,69.56566041,80.66566041,115.2240604,23.039,196.889,,쿠킹실,품목 교체,21:40,22:35,55.0,W0034B1,1,104,품목 교체,2,2:공정 중 발생
2,C087,2017-03-06,W003,69.93809752,82.33809752,117.1262975,23.192,207.494,,쿠킹실,전처리,8:30,10:54,144.0,W003312,1,86,전처리,1,1:공정 전 발생
15,D087,2017-03-08,W005,71.64636371,93.94636371,128.3988137,22.968,198.229,,충전실,품목 교체,19:00,19:00,0.0,W0054F1,1,104,품목 교체,2,2:공정 중 발생
9,D088,2017-03-09,W005,71.22366799,103.623668,138.372318,23.166,201.836,,충전실,세부 세척,9:00,10:00,60.0,W0054F2,1,51,세부 세척,2,2:공정 중 발생
16,D088,2017-03-09,W005,70.69889143,102.5988914,137.2930914,23.129,203.633,,충전실,공정,17:09,18:01,52.0,W005722,1,12,공정,2,2:공정 중 발생
18,C088,2017-03-11,W003,71.67184353,112.1718435,146.8563935,23.123,204.367,,쿠킹실,품목 교체,5:50,7:16,86.0,W0034B1,1,104,품목 교체,2,2:공정 중 발생
6,C003,2017-03-14,W003,70.76467989,105.2646799,139.7955299,23.021,200.858,,쿠킹실,QA 규격 확인 대기,8:57,9:02,5.0,W003442,1,4,QA 규격 확인 대기,3,3:기타
12,C088,2017-03-14,W003,71.90517979,125.6051798,160.0677798,22.975,205.131,,쿠킹실,세부 세척,9:30,11:00,90.0,W0034B2,1,51,세부 세척,2,2:공정 중 발생
16,C087,2017-03-14,W003,71.73139712,132.6313971,166.7031471,22.715,197.205,,쿠킹실,별도구작업,12:30,13:30,60.0,W0034C1,1,40,별도구작업,2,2:공정 중 발생
5,D087,2017-03-15,W005,70.80912368,87.90912368,122.3694237,22.974,206.928,,충전실,품목 교체,6:45,8:52,127.0,W0054F1,1,104,품목 교체,2,2:공정 중 발생
11,D045,2017-03-15,W005,70.91722659,111.8172266,146.5859266,23.179,200.832,,충전실,라벨부착 오류,10:11,10:55,44.0,W005817,1,33,라벨부착 오류,2,2:공정 중 발생
12,D013,2017-03-15,W005,71.95467002,105.25467,139.95217,23.132,209.262,,충전실,기타,11:16,11:24,8.0,W005A11,1,23,기타,3,3:기타
17,C002,2017-03-15,W003,70.49236271,109.0923627,143.8777627,23.19,203.176,,쿠킹실,QA 규격 확인 대기,15:22,15:47,25.0,W003442,1,4,QA 규격 확인 대기,3,3:기타
24,C088,2017-03-15,W003,69.50322966,99.70322966,134.4958297,23.195,197.186,,쿠킹실,품목 교체,4:26,5:25,59.0,W0034B1,1,104,품목 교체,2,2:공정 중 발생
25,D088,2017-03-15,W005,69.70338904,104.003389,138.496489,22.995,196.515,,충전실,기타,11:06,11:16,10.0,W0056S6,1,23,기타,3,3:기타
6,C087,2017-03-16,W003,72.57608349,93.87608349,128.5395835,23.109,198.542,,쿠킹실,별도구작업,7:40,10:00,140.0,W0034C1,1,40,별도구작업,2,2:공정 중 발생
21,C088,2017-03-16,W003,72.49640334,109.3964033,143.5952033,22.799,206.133,,쿠킹실,볶음,19:20,20:00,40.0,W003318,1,43,볶음,2,2:공정 중 발생
10,C007,2017-03-17,W003,70.58078321,102.3807832,137.0187332,23.092,205.484,,쿠킹실,기타,13:59,14:18,19.0,W003711,1,23,기타,3,3:기타
25,C088,2017-03-17,W003,70.63829766,103.7382977,138.2851477,23.031,200.166,,쿠킹실,별도구작업,2:50,3:30,40.0,W0034C1,1,40,별도구작업,2,2:공정 중 발생
16,D088,2017-03-18,W005,72.51279824,90.21279824,124.5501482,22.892,195.379,,충전실,공정,17:17,19:30,133.0,W005722,1,12,공정,2,2:공정 중 발생
29,C087,2017-03-18,W003,70.98195144,93.28195144,127.9037514,23.081,205.171,,쿠킹실,충진 미종료,6:50,7:30,40.0,W003721,1,97,충진 미종료,2,2:공정 중 발생
8,C010,2017-03-20,W003,71.68221808,95.58221808,130.1463181,23.043,205.371,,쿠킹실,QA 규격 확인 대기,19:10,19:56,46.0,W003442,1,4,QA 규격 확인 대기,3,3:기타
11,C088,2017-03-21,W003,70.05808085,87.65808085,122.4408809,23.189,203.292,,쿠킹실,품목 교체,23:10,0:02,52.0,W0034B1,1,104,품목 교체,2,2:공정 중 발생
14,P021,2017-03-21,W007,72.22876494,112.6287649,147.0036149,22.917,203.364,,포장실,기타,11:50,13:32,102.0,W0079AA,1,23,기타,3,3:기타
15,C008,2017-03-21,W003,73.23455376,74.53455376,109.2222038,23.125,205.083,,쿠킹실,충전,11:10,13:46,156.0,W003452,1,96,충전,2,2:공정 중 발생
6,D088,2017-03-22,W005,71.12664309,119.6266431,154.0189431,22.928,203.389,,충전실,공정,10:16,10:32,16.0,W005722,1,12,공정,2,2:공정 중 발생
41,D088,2017-03-22,W005,71.21539992,97.71539992,132.2553999,23.027,199.97,,충전실,품목 교체,4:13,4:37,24.0,W0054F1,1,104,품목 교체,2,2:공정 중 발생
15,C087,2017-03-23,W003,71.75398403,114.453984,148.938184,22.989,205.021,,쿠킹실,충진 미종료,12:00,12:20,20.0,W003721,1,97,충진 미종료,2,2:공정 중 발생
16,C088,2017-03-23,W003,72.74947206,109.0494721,143.4285721,22.919,200.549,,쿠킹실,품목 교체,13:42,14:30,48.0,W0034B1,1,104,품목 교체,2,2:공정 중 발생
19,C088,2017-03-23,W003,72.0158275,102.9158275,137.6887275,23.182,207.424,,쿠킹실,충진 미종료,21:30,21:59,29.0,W003721,1,97,충진 미종료,2,2:공정 중 발생
23,P021,2017-03-23,W007,69.60609534,94.00609534,128.4547453,22.966,199.06,,포장실,기타,22:20,22:54,34.0,W0079AA,1,23,기타,3,3:기타
8,P021,2017-03-24,W007,70.67890688,102.5789069,137.0569069,22.985,203.518,,포장실,기타,13:43,15:45,122.0,W0079AA,1,23,기타,3,3:기타
8,D088,2017-03-25,W005,72.07798272,118.4779827,153.1905327,23.142,202.9,,충전실,기타,19:13,20:31,78.0,W0056S6,1,23,기타,3,3:기타
15,P021,2017-03-25,W007,71.61032005,96.91032005,131.3652201,22.97,195.942,,포장실,품목교체,2:52,4:50,118.0,W007471,1,105,품목교체,2,2:공정 중 발생
9,D045,2017-03-27,W005,72.85595687,123.9559569,158.5027069,23.031,200.874,,충전실,기타,14:13,14:30,17.0,W0058Z9,1,23,기타,3,3:기타
17,D088,2017-03-28,W005,69.38241043,79.18241043,113.6053104,22.949,197.103,,충전실,공정,0:20,1:30,70.0,W005722,1,12,공정,2,2:공정 중 발생
22,D088,2017-03-28,W005,70.01405869,88.31405869,122.8625087,23.032,202.925,,충전실,이송끊김,4:35,5:06,31.0,W005724,1,82,이송끊김,2,2:공정 중 발생
19,D088,2017-04-07,W005,69.11641349,79.61641349,113.9429135,22.884,200.087,,충전실,품목 교체,22:02,23:05,63.0,W0054F1,1,104,품목 교체,2,2:공정 중 발생
22,D088,2017-04-07,W005,69.21812135,80.31812135,114.8765214,23.039,202.726,,충전실,공정,23:05,23:56,51.0,W005722,1,12,공정,2,2:공정 중 발생
12,C088,2017-04-11,W003,70.17546251,82.57546251,117.3636625,23.192,202.691,,쿠킹실,세부 세척,17:30,19:00,90.0,W0034B2,1,51,세부 세척,2,2:공정 중 발생
21,D087,2017-04-14,W005,70.9593923,93.2593923,127.7118423,22.968,200.575,,충전실,공정,0:10,0:50,40.0,W005722,1,12,공정,2,2:공정 중 발생
9,D087,2017-04-15,W005,70.65063153,102.5506315,137.2448315,23.129,202.857,,충전실,품목 교체,19:18,21:00,102.0,W0054F1,1,104,품목 교체,2,2:공정 중 발생
10,C088,2017-04-15,W003,71.36238214,103.7623821,138.5110321,23.166,203.382,,쿠킹실,세부 세척,10:30,12:00,90.0,W0034B2,1,51,세부 세척,2,2:공정 중 발생
23,D087,2017-04-18,W005,71.36763065,111.8676307,146.5521807,23.123,203.355,,충전실,공정,9:57,10:22,25.0,W005722,1,12,공정,2,2:공정 중 발생
3,C010,2017-04-20,W003,70.81357822,105.3135782,139.8444282,23.021,204.427,,쿠킹실,점도이상,8:59,9:13,14.0,W003444,1,88,점도이상,2,2:공정 중 발생
12,D0036,2017-04-20,W005,70.1191883,100.3191883,135.1117883,23.195,206.685,,충전실,부족,14:45,15:20,35.0,W005113,1,45,부족,2,2:공정 중 발생
15,C088,2017-04-20,W003,71.91297397,132.812974,166.884724,22.715,198.629,,쿠킹실,품목 교체,16:30,17:00,30.0,W0034B1,1,104,품목 교체,2,2:공정 중 발생
14,C045,2017-04-21,W003,70.03086549,104.3308655,138.8239655,22.995,202.119,,쿠킹실,점도이상,14:38,15:02,24.0,W003444,1,88,점도이상,2,2:공정 중 발생
16,D088,2017-04-21,W005,72.07144462,105.3714446,140.0689446,23.132,199.783,,충전실,공정,16:17,18:54,157.0,W005722,1,12,공정,2,2:공정 중 발생
19,C088,2017-04-21,W003,71.43637347,125.1363735,159.5989735,22.975,202.996,,쿠킹실,품목 교체,2:35,3:35,60.0,W0034B1,1,104,품목 교체,2,2:공정 중 발생
22,D088,2017-04-21,W005,71.31163849,112.2116385,146.9803385,23.179,206.447,,충전실,품목 교체,23:00,23:49,49.0,W0054F1,1,104,품목 교체,2,2:공정 중 발생
26,C087,2017-04-22,W003,70.77163871,109.3716387,144.1570387,23.19,200.641,,쿠킹실,충진 미종료,2:10,3:00,50.0,W003721,1,97,충진 미종료,2,2:공정 중 발생
27,D088,2017-04-22,W005,70.46492749,87.56492749,122.0252275,22.974,199.514,,충전실,품목 교체,3:52,4:27,35.0,W0054F1,1,104,품목 교체,2,2:공정 중 발생
1,C002,2017-04-24,W003,73.24677498,94.54677498,129.210275,23.109,201.966,,쿠킹실,기타,8:30,9:25,55.0,W003489,1,23,기타,3,3:기타
2,L002,2017-04-24,W002,71.30907068,104.4090707,138.9559207,23.031,203.97,,계량실,관리팀미입고(생산지연),8:00,8:58,58.0,W002313,1,15,관리팀미입고(생산지연),1,1:공정 전 발생
10,D087,2017-04-24,W005,72.32939033,109.2293903,143.4281903,22.799,198.8,,충전실,세부 세척,19:32,21:15,103.0,W0054F2,1,51,세부 세척,2,2:공정 중 발생
16,D007,2017-04-25,W005,70.78322637,102.5832264,137.2211764,23.092,198.9,,충전실,대차 적재 공간 부족,14:00,14:39,39.0,W0058Z1,1,30,대차 적재 공간 부족,3,3:기타
24,D011,2017-04-25,W005,71.32928179,93.62928179,128.2510818,23.081,202.873,,충전실,원료,16:40,17:40,60.0,W005721,1,76,원료,2,2:공정 중 발생
5,D088,2017-04-26,W005,71.90632673,89.60632673,123.9436767,22.892,204.421,,충전실,공정,13:06,14:29,83.0,W005722,1,12,공정,2,2:공정 중 발생
3,P006,2017-04-27,W007,73.07519613,74.37519613,109.0628461,23.125,203.885,,포장실,관리팀미입고(생산지연),11:05,11:05,0.0,W007316,1,15,관리팀미입고(생산지연),1,1:공정 전 발생
9,C088,2017-04-27,W003,70.54268734,88.14268734,122.9254873,23.189,208.671,,쿠킹실,품목 교체,11:33,13:00,87.0,W0034B1,1,104,품목 교체,2,2:공정 중 발생
11,C087,2017-04-27,W003,71.32609391,95.22609391,129.7901939,23.043,203.112,,쿠킹실,충진 미종료,11:00,11:30,30.0,W003721,1,97,충진 미종료,2,2:공정 중 발생
9,C088,2017-04-29,W003,70.36395873,96.86395873,131.4039587,23.027,200.925,,쿠킹실,품목 교체,19:01,20:00,59.0,W0034B1,1,104,품목 교체,2,2:공정 중 발생
1,C003,2017-05-01,W003,72.42030506,112.8203051,147.1951551,22.917,196.8,,쿠킹실,계량실,9:00,9:26,26.0,W003311,1,10,계량실,2,2:공정 중 발생
2,D088,2017-05-02,W005,71.27472219,113.9747222,148.4589222,22.989,205.667,,충전실,공정,0:49,1:28,39.0,W005722,1,12,공정,2,2:공정 중 발생
15,P0F0,2017-05-02,W007,72.33673446,108.6367345,143.0158345,22.919,199.801,,포장실,기타,11:29,12:01,32.0,W0076D4,1,23,기타,3,3:기타
17,P0F0,2017-05-02,W007,71.68175,102.58175,137.35465,23.182,208.226,,포장실,기타,13:13,15:01,108.0,W007689,1,23,기타,3,3:기타
33,C087,2017-05-03,W003,71.17298531,119.6729853,154.0652853,22.928,203.768,,쿠킹실,세부 세척,3:10,4:10,60.0,W0034B2,1,51,세부 세척,2,2:공정 중 발생
12,C088,2017-05-04,W003,71.08266038,102.9826604,137.4606604,22.985,204.96,,쿠킹실,충진 미종료,11:00,11:40,40.0,W003721,1,97,충진 미종료,2,2:공정 중 발생
13,C088,2017-05-04,W003,71.86363029,97.16363029,131.6185303,22.97,198.901,,쿠킹실,품목 교체,16:00,17:30,90.0,W0034B1,1,104,품목 교체,2,2:공정 중 발생
28,C088,2017-05-04,W003,69.73527795,94.13527795,128.5839279,22.966,201.243,,쿠킹실,충진 미종료,5:40,7:00,80.0,W003721,1,97,충진 미종료,2,2:공정 중 발생
9,C088,2017-05-08,W003,72.00365139,118.4036514,153.1162014,23.142,205.293,,쿠킹실,볶음,8:00,10:40,160.0,W003318,1,43,볶음,2,2:공정 중 발생
6,D088,2017-05-09,W005,68.97562975,78.77562975,113.1985298,22.949,201.865,,충전실,공정,10:12,10:30,18.0,W005722,1,12,공정,2,2:공정 중 발생
9,D088,2017-05-09,W005,69.57866079,87.87866079,122.4271108,23.032,202.099,,충전실,품목 교체,17:05,18:00,55.0,W0054F1,1,104,품목 교체,2,2:공정 중 발생
18,D087,2017-05-10,W005,72.91929858,124.0192986,158.5660486,23.031,199.39,,충전실,세부 세척,5:48,6:30,42.0,W0054F2,1,51,세부 세척,2,2:공정 중 발생
28,D088,2017-05-26,W005,69.03127849,79.53127849,113.8577785,22.884,200.699,,충전실,기타,10:10,12:56,166.0,W0056S6,1,23,기타,3,3:기타
29,D088,2017-05-26,W005,69.11849497,80.21849497,114.776895,23.039,201.637,,충전실,품목 교체,12:56,13:20,24.0,W0054F1,1,104,품목 교체,2,2:공정 중 발생
18,D088,2017-05-30,W005,70.3934052,82.7934052,117.5816052,23.192,204.933,,충전실,품목 교체,0:15,1:35,80.0,W0054F1,1,104,품목 교체,2,2:공정 중 발생
9,C008,2017-06-01,W003,71.30950825,93.60950825,128.0619583,22.968,195.28,,쿠킹실,충진라인 중복,8:30,9:48,78.0,W003481,1,98,충진라인 중복,2,2:공정 중 발생
